reason_id,open_events,open_units,origin_closed_units,origin_open_units,origin_realized_pnl,origin_unrealized_pnl,origin_total_pnl,origin_unit_win_rate,close_events,close_units,close_realized_pnl,close_unit_win_rate
A_ADD_ADD_TO_MAIN_OK,3,15,10,5,178817.377153,0.0,178817.377153,0.666667,0,0,0.0,
A_ADD_PROBE_TO_ADD_OK,3,9,6,3,107290.426292,0.0,107290.426292,0.666667,0,0,0.0,
E_NEW_TOP1_GATE_OK,1,2,2,0,35531.759552,0.0,35531.759552,1.0,0,0,0.0,
E_NEW_SWITCH_IN,4,8,4,4,71526.950861,-61562.746646,9964.204216,0.5,0,0,0.0,
A_ADD_STAGE2_STRICT_OK,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
K_MARKET_CLOSED,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
K_NO_SNAPSHOT,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
K_POLICY_INCONSISTENT,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
R_CUT_LOSS_HARD,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
R_CUT_LOSS_WARN,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
R_GAME_OVER,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
R_MAX_HOLDINGS_BLOCK,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
S_SWITCH_CAPACITY,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
S_SWITCH_EV_GAP,0,0,0,0,0.0,0.0,0.0,,6,24,305166.513859,0.916667
S_SWITCH_RISK_AVOID,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
T_TP_PARTIAL_3_TO_2,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
T_TP_PARTIAL_5_TO_3,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
T_TP_REV_RISK_RISING,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
T_TP_TARGET_REACHED,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
X_EXIT_EV_DROP,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
X_EXIT_GATE_NG,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
X_EXIT_REV_RISK_HIGH,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
X_EXIT_TIME_LIMIT,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
X_EXIT_UPPROB_DROP,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
E_NEW_TOPK_GATE_OK,2,4,2,2,-88000.0,-74735.08087,-162735.08087,0.0,0,0,0.0,
