event_date,code,open,high,low,close,volume,timeframe,ret1,ret3,ret6,atr,ma_fast,ma_mid,ma_slow,ma_align_score_local,ma_distance_support,ma_slope_mid,cross_structure_raw,candle_bias_raw,vol_ma20,vol_ratio20,turnover,liq_med20,volume_ma_combo,atr_pct60,breakout_shape_w4,volume_price_combo_w4,breakout_shape_w8,volume_price_combo_w8,breakout_shape_w12,volume_price_combo_w12,pivot_pattern_w2,neckline_gap_w2,symmetry_score_w2,right_volume_delta_w2,pivot_pattern_w3,neckline_gap_w3,symmetry_score_w3,right_volume_delta_w3,pivot_pattern_w4,neckline_gap_w4,symmetry_score_w4,right_volume_delta_w4,weekly_context_bias,monthly_context_bias,universe_asof_date,sector33_code,sector33_name,month_bucket,market_align_mean,market_ret_mean,market_vol_rank,regime_bias,regime_key,vol_bin,liquidity_bin,price_band,move_type,cluster_key,ret_h4,mfe_h4,mae_h4,up_hit_h4,down_hit_h4,early_neg_up_h4,early_neg_down_h4,window_pnl_h4,ret_h8,mfe_h8,mae_h8,up_hit_h8,down_hit_h8,early_neg_up_h8,early_neg_down_h8,window_pnl_h8,ret_h12,mfe_h12,mae_h12,up_hit_h12,down_hit_h12,early_neg_up_h12,early_neg_down_h12,window_pnl_h12,snapshot_id
2023-02-03,1001,96.7,104.62,96.3,103.12,527500,weekly,0.07171066306381224,0.002917720287881842,,11.068000000000003,102.97,,,0.0,,0.0,0.0,0.705528846153846,515000.0,1.0242718446601942,54395800.0,52309675.0,0.0,,-0.9593217666023096,-0.6765233538785137,-0.8363314129045604,-0.5897893200277011,0.0,0.0,0.00017325082371692636,-0.030643910007758055,0.9312070572240696,0.011986258302234093,0.00017325082371692636,-0.030643910007758055,0.9312070572240696,0.024267079420305787,0.00017325082371692636,-0.030643910007758055,0.9312070572240696,0.024267079420305787,0.0,0.0,2023-01-31,10,Tech,2023-02,0.0,0.010972399586761475,0.5,0.0032917198760284423,mt1_vr1,1,1,low,range,10|v1|l1|plow|mrange,0.06982156710628384,0.1349883630721489,0.07660977501939494,1.0,0.0,1.0,1.0,0.06982156710628384,0.1396431342125677,0.1646625290923196,0.07660977501939494,1.0,0.0,1.0,1.0,0.1396431342125677,0.20946470131885175,0.224010861132661,0.07660977501939494,1.0,0.0,1.0,1.0,0.20946470131885175,snap01
2023-02-03,2002,143.3,152.9,142.4,150.4,652500,weekly,0.05617977528089879,0.0013315579227697327,,13.660000000000002,144.35,,,0.0,,0.0,0.0,0.5999999999999998,640000.0,1.01953125,98136000.0,92026000.0,0.0,,-0.6004032059075493,-0.4220026575109198,-0.8969811526756104,-0.6304570436031315,0.0,0.0,0.000465549308401579,-0.10172872340425537,0.9451517826418709,0.009669015725915366,0.000465549308401579,-0.10172872340425537,0.9451517826418709,0.019528766852031983,0.000465549308401579,-0.10172872340425537,0.9451517826418709,0.019528766852031983,0.0,0.0,2023-01-31,20,Retail,2023-02,0.0,0.010972399586761475,0.5,0.0032917198760284423,mt1_vr1,1,1,low,range,20|v1|l1|plow|mrange,0.05452127659574457,0.07114361702127647,0.11569148936170216,1.0,0.0,1.0,1.0,0.05452127659574457,-0.049202127659574546,0.10438829787234027,0.11569148936170216,0.0,1.0,1.0,1.0,-0.049202127659574546,0.005319148936170137,0.1269946808510638,0.11569148936170216,1.0,0.0,1.0,1.0,0.005319148936170137,snap01
2023-02-03,3003,191.9,201.36,170.58,172.48,777500,weekly,-0.0949732395844266,0.0005801137022856118,,19.919999999999995,179.23,,,0.0,,0.0,0.0,-0.7537361923326845,765000.0,1.0163398692810457,134103199.99999999,138832200.0,0.0,,-0.9861714117675631,-0.6915861553622905,-1.0945144013388264,-0.7675653520049397,0.0,0.0,0.00022132829826862228,0.13474025974025997,0.9044466467132878,0.008102459675682214,0.00022132829826862228,0.13474025974025997,0.9044466467132878,0.016338415235198987,0.00022132829826862228,0.13474025974025997,0.9044466467132878,0.016338415235198987,0.0,0.0,2023-01-31,30,Finance,2023-02,0.0,0.010972399586761475,0.5,0.0032917198760284423,mt1_vr1,1,2,low,range,30|v1|l2|plow|mrange,0.053339517625232036,0.18912337662337664,0.0004638218923932287,1.0,0.0,0.0,1.0,0.053339517625232036,0.10667903525046385,0.21080705009276457,0.0004638218923932287,1.0,0.0,0.0,1.0,0.10667903525046385,0.16001855287569589,0.23249072356215228,0.0004638218923932287,1.0,0.0,0.0,1.0,0.16001855287569589,snap01
2023-02-10,1001,103.6,111.52,103.2,110.02,533750,weekly,0.06691233514352213,0.0027342325920525212,,10.623333333333335,104.77,102.96999999999998,,0.0,0.0640792583166698,0.0,0.556136793117349,0.7055288461538464,518125.0,1.0301568154402896,58723175.0,53352737.5,0.708113039055511,,-0.5699340225213483,-0.403577712748724,-0.721605337704401,-0.5109781486805418,-1.0,-0.708113039055511,0.0009496957388794208,-0.12634066533357563,0.9358218974485304,0.011841243638513094,0.0009378237931242236,-0.15415379021995995,0.9358218974485304,0.017869900639003716,0.0009378237931242236,-0.15415379021995995,0.9358218974485304,0.030147676891721986,0.0,0.0,2023-01-31,10,Tech,2023-02,0.0,0.004872961304633587,0.5,0.0014618883913900761,mt1_vr1,1,1,low,range,10|v1|l1|plow|mrange,0.06544264679149259,0.07907653153972016,0.13452099618251226,1.0,0.0,1.0,1.0,0.06544264679149259,-0.054535538992910415,0.11943283039447383,0.13452099618251226,0.0,1.0,1.0,1.0,-0.054535538992910415,0.01090710779858206,0.14724595528085804,0.13452099618251226,1.0,0.0,1.0,1.0,0.01090710779858206,snap01
2023-02-10,2002,151.3,159.3,133.0,134.6,658750,weekly,-0.10505319148936176,0.0014880952380951218,,15.766666666666671,140.45,142.36666666666667,,0.0,-0.05770183259039138,0.0,-0.49465994080375997,-0.7566539923954376,643125.0,1.0242954324586977,88667750.0,90628250.0,-0.7052217054269223,,-0.9850008253307125,-0.6946439618866511,-1.0994789398088272,-0.7753764130129656,-1.0,-0.7052217054269223,0.000494305609788855,0.14635958395245183,0.8934587132725431,0.009574825811210497,0.000494305609788855,0.14635958395245183,0.8934587132725431,0.014432497312722928,0.000494305609788855,0.14635958395245183,0.8934587132725431,0.024290653314665452,0.0,0.0,2023-01-31,20,Retail,2023-02,0.0,0.004872961304633587,0.5,0.0014618883913900761,mt1_vr1,1,1,low,range,20|v1|l1|plow|mrange,0.0609212481426451,0.20876671619613663,0.0,1.0,0.0,0.0,1.0,0.0609212481426451,0.12184249628528976,0.23402674591381878,0.0,1.0,0.0,0.0,1.0,0.12184249628528976,0.18276374442793464,0.2592867756315007,0.0,1.0,0.0,0.0,1.0,0.18276374442793464,snap01
2023-02-10,3003,173.8,185.08,172.4,181.58,783750,weekly,0.052759740259740395,0.0005510249063258588,,18.713333333333328,181.53,181.49666666666667,,0.0,0.00045893453757761207,0.0,0.0068839214048961594,0.5307570977917981,768125.0,1.0203417412530513,142313325.0,140572762.5,0.7032666759421318,,-1.01705568124199,-0.7152613681951147,-0.9087126916707265,-0.6390673540576991,-1.0,-0.7032666759421318,6.923934576334134e-05,0.027756360832690785,0.9477912846465855,0.008036400068828439,6.923934576334134e-05,0.027756360832690785,0.9477912846465855,0.012103917817009677,6.923934576334134e-05,0.027756360832690785,0.9477912846465855,0.020338936005146604,0.0,0.0,2023-01-31,30,Finance,2023-02,0.0,0.004872961304633587,0.5,0.0014618883913900761,mt1_vr1,1,2,low,range,30|v1|l2|plow|mrange,0.05066637294856258,0.12952968388589037,0.039982376913757126,1.0,0.0,0.0,1.0,0.05066637294856258,0.10133274589712515,0.15012666593237145,0.039982376913757126,1.0,0.0,1.0,1.0,0.10133274589712515,0.15199911884568773,0.17127436942394536,0.039982376913757126,1.0,0.0,1.0,1.0,0.15199911884568773,snap01
2023-02-17,1001,110.5,117.04,95.22,96.52,540000,weekly,-0.1227049627340484,0.0031178549158179525,0.006255212677231059,12.222857142857146,101.47,102.04857142857144,,0.0,-0.057279024332484864,0.0,-0.45044221522857253,-0.7607699358386802,521250.0,1.0359712230215827,52120800.0,52309675.0,-0.7109729645125459,,-0.9850224304792031,-0.7003243175091521,-0.966789109385105,-0.687360919157972,-0.966789109385105,-0.687360919157972,0.0008094099099788876,0.16742644011603824,0.8741771823501336,0.011698844604703412,0.0003159384827580688,0.1357231661831746,0.8741771823501336,0.017654370211025935,0.0003159384827580688,0.1357231661831746,0.8741771823501336,0.02368178212020001,0.0,0.0,2023-01-31,10,Tech,2023-02,0.0,-0.004384649062991371,0.5,-0.0013153947188974111,mt1_vr1,1,1,low,range,10|v1|l1|plow|mrange,0.07459593866556147,0.244301699129714,-0.0008288437629506662,1.0,0.0,0.0,1.0,0.07459593866556147,0.14919187733112316,0.27600497306257776,-0.0008288437629506662,1.0,0.0,0.0,1.0,0.14919187733112316,0.22378781599668462,0.3077082469954413,-0.0008288437629506662,1.0,0.0,0.0,1.0,0.22378781599668462,snap01
2023-02-17,2002,135.5,145.1,134.6,142.6,665000,weekly,0.059435364041604766,0.001404494382022392,0.002812939521800395,15.014285714285718,142.5,142.4,,0.0,0.0014025245441794435,0.0,0.07587607931511306,0.5999999999999998,646250.0,1.0290135396518376,94829000.0,92026000.0,0.7075497338878681,,-1.0136695518348597,-0.7172216216509896,-0.899191437356745,-0.6362226622160145,-1.0136695518348597,-0.7172216216509896,0.00013300100522914735,0.025946704067321302,0.9419691303404176,0.009482005465772884,0.00013300100522914735,0.025946704067321302,0.9419691303404176,0.014292252346976257,0.00013300100522914735,0.025946704067321302,0.9419691303404176,0.019149265555235096,0.0,0.0,2023-01-31,20,Retail,2023-02,0.0,-0.004384649062991371,0.5,-0.0013153947188974111,mt1_vr1,1,1,low,range,20|v1|l1|plow|mrange,0.057503506311360475,0.14095371669004209,0.04347826086956514,1.0,0.0,0.0,1.0,0.057503506311360475,0.11500701262272095,0.164796633941094,0.04347826086956514,1.0,0.0,1.0,1.0,0.11500701262272095,0.1725105189340812,0.19004207573632526,0.04347826086956514,1.0,0.0,1.0,1.0,0.1725105189340812,snap01
2023-02-17,3003,182.9,194.18,181.5,190.68,790000,weekly,0.05011565150346953,0.0005247140308530795,0.0010499790004201426,17.851428571428567,183.83,182.80857142857144,,0.0,0.04128082951242168,0.0,0.1963846981394821,0.5307570977917981,771250.0,1.0243111831442464,150637200.0,142313325.0,0.7052294862201899,,-0.6552294627835852,-0.4620871373951988,-0.8196701210249517,-0.5780555383204675,-0.928013110596215,-0.654462209191369,0.00011997227116001821,-0.049402139710509684,0.9504090625273836,0.007971145030162698,0.00011009389127566378,-0.06901615271659323,0.9504090625273836,0.012005438140283216,0.00011009389127566378,-0.06901615271659323,0.9504090625273836,0.016072566644965387,0.0,0.0,2023-01-31,30,Finance,2023-02,0.0,-0.004384649062991371,0.5,-0.0013153947188974111,mt1_vr1,1,2,low,range,30|v1|l2|plow|mrange,0.04824837423956363,0.07562408223201178,0.08579819593035459,1.0,0.0,1.0,1.0,0.04824837423956363,0.09649674847912726,0.11485210824417869,0.08579819593035459,1.0,0.0,1.0,1.0,0.09649674847912726,0.0020977554017200806,0.13446612125026225,0.08579819593035459,1.0,0.0,1.0,1.0,0.0020977554017200806,snap01
2023-02-24,1001,97.0,104.92,96.6,103.42,546250,weekly,0.07148777455449662,0.002909231962761716,0.005835440575763462,11.745000000000003,103.27,102.22,,0.0,0.011603171533552531,0.0,0.21553764357360355,0.705528846153846,524375.0,1.0417163289630513,56493175.0,53352737.5,0.7137907918569137,,-1.007494045410462,-0.719139972464659,-0.7588651562819358,-0.5416709608151036,-0.8683855571409194,-0.619845614468724,0.00016694730423727117,0.022819570682653237,0.9314214574082651,0.011558998680481138,0.00016694730423727117,0.022819570682653237,0.9314214574082651,0.017442715007693642,0.00010164933819892118,-0.006768516727905655,0.9314214574082651,0.023397039897833587,0.0,0.0,2023-01-31,10,Tech,2023-02,0.0,0.05843756390360374,0.5,0.01753126917108112,mt1_vr1,1,1,low,range,10|v1|l1|plow|mrange,0.06961902920131502,0.16128408431637964,0.0497002514020499,1.0,0.0,0.0,1.0,0.06961902920131502,0.13923805840263004,0.1908721717269386,0.0497002514020499,1.0,0.0,1.0,1.0,0.13923805840263004,0.20885708760394506,0.22336105202088574,0.0497002514020499,1.0,0.0,1.0,1.0,0.20885708760394506,snap01
