reason_id,open_events,open_units,origin_closed_units,origin_open_units,origin_realized_pnl,origin_unrealized_pnl,origin_total_pnl,origin_unit_win_rate,close_events,close_units,close_realized_pnl,close_unit_win_rate
A_ADD_ADD_TO_MAIN_OK,5,21,6,15,661705.08211,2839384.703621,3501089.785731,0.761905,0,0,0.0,
A_ADD_PROBE_TO_ADD_OK,3,9,6,3,1485395.142289,-300699.300699,1184695.84159,0.666667,0,0,0.0,
E_NEW_TOP1_GATE_OK,1,2,2,0,477042.337507,0.0,477042.337507,1.0,0,0,0.0,
A_ADD_STAGE2_STRICT_OK,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
K_MARKET_CLOSED,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
K_NO_SNAPSHOT,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
K_POLICY_INCONSISTENT,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
R_CUT_LOSS_HARD,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
R_CUT_LOSS_WARN,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
R_GAME_OVER,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
R_MAX_HOLDINGS_BLOCK,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
S_SWITCH_CAPACITY,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
S_SWITCH_EV_GAP,0,0,0,0,0.0,0.0,0.0,,3,12,67881.864826,0.833333
S_SWITCH_RISK_AVOID,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
T_TP_PARTIAL_3_TO_2,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
T_TP_PARTIAL_5_TO_3,0,0,0,0,0.0,0.0,0.0,,2,6,2536672.629696,1.0
T_TP_REV_RISK_RISING,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
T_TP_TARGET_REACHED,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
X_EXIT_EV_DROP,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
X_EXIT_GATE_NG,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
X_EXIT_REV_RISK_HIGH,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
X_EXIT_TIME_LIMIT,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
X_EXIT_UPPROB_DROP,0,0,0,0,0.0,0.0,0.0,,0,0,0.0,
E_NEW_SWITCH_IN,2,4,2,2,-41455.550438,0.0,-41455.550438,0.0,0,0,0.0,
E_NEW_TOPK_GATE_OK,2,4,2,2,21867.483053,-200466.200466,-178598.717413,0.5,0,0,0.0,
